category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Sports,KXVALORANTMAP-26FEB06EGNV-1,VCT Americas Kickoff 2026: Evil Geniuses vs. Team Envy Map 1,KXVALORANTMAP-26FEB06EGNV-1-EG,Evil Geniuses,0.47,0.51,0.49,0.0,0.04,6306.07,1,2026-02-20 22:00:00+00:00,257.55
Sports,KXVALORANTMAP-26FEB06T1PR-2,VCT Pacific Kickoff 2026: T1 vs. Paper Rex Map 2,KXVALORANTMAP-26FEB06T1PR-2-PR,Paper Rex,0.51,0.55,0.53,0.0,0.04,6277.21,1,2026-02-20 11:00:00+00:00,246.55
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-252,Over 252.5 points scored,0.1,0.23,0.165,0.24,0.13,6276.18,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-240,Over 240.5 points scored,0.34,0.45,0.395,0.21,0.11,6254.09,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-TOR23,Toronto wins by over 23.5 Points,0.0,0.14,0.01,0.01,,6246.21,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXATPCHALLENGERMATCH-26FEB06FELBRA,Fellin vs Brancaccio,KXATPCHALLENGERMATCH-26FEB06FELBRA-BRA,Raul Brancaccio,0.64,0.68,0.66,0.68,0.04,6232.97,1,2026-02-20 13:10:00+00:00,248.71
Sports,KXEKSTRAKLASAGAME-26JAN30RADARK,Radomiak Radom vs Arka Gdynia,KXEKSTRAKLASAGAME-26JAN30RADARK-RAD,Radomiak Radom,0.11,0.76,0.435,0.08,0.65,6218.83,1,2026-02-13 19:30:00+00:00,87.05
Sports,KXNCAAMBTOTAL-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Total Points,KXNCAAMBTOTAL-26FEB05WIUTNTC-154,Over 154.5 points scored,0.64,0.7,0.67,0.63,0.06,6209.84,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-142,Over 142.5 points scored,0.39,0.43,0.41,0.43,0.04,6187.64,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-ATL10,Atlanta wins by over 10.5 Points,0.01,0.28,0.145,0.02,0.27,6186.86,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXR6GAME-26FEB06HERETICSWBG,Six Invitational 2026: Heretics vs. Weibo Gaming,KXR6GAME-26FEB06HERETICSWBG-WBG,Weibo Gaming,0.71,0.75,0.73,0.75,0.04,6175.65,1,2026-02-20 10:00:00+00:00,245.55
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALAREAVES15-2,Austin Reaves: 2+,0.76,0.85,0.805,0.87,0.09,6139.7,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAPTS-26FEB05PHILAL,Philadelphia at Los Angeles L: Points,KXNBAPTS-26FEB05PHILAL-PHITMAXEY0-30,Tyrese Maxey: 30+,0.37,0.42,0.395,0.4,0.05,6106.06,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-136,Over 136.5 points scored,0.58,0.64,0.61,0.55,0.06,6101.89,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXR6GAME-26FEB06DAYFLCS,Six Invitational 2026: Daystar vs. Falcons Esport,KXR6GAME-26FEB06DAYFLCS-FLCS,Falcons Esport,0.91,0.95,0.93,0.88,0.04,6059.24,1,2026-02-20 10:00:00+00:00,245.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-1,Austin Reaves: 1+,0.77,0.85,0.81,0.86,0.08,6057.63,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLDONCIC77-4,Luka Dončić: 4+,0.49,0.5,0.495,0.5,0.01,6045.2,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Total Points,KXNCAAMBTOTAL-26FEB05WIUTNTC-151,Over 151.5 points scored,0.71,0.79,0.75,0.0,0.08,6035.24,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-161,Over 161.5 points scored,0.07,0.18,0.125,0.0,0.11,6034.78,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALAREAVES15-6,Austin Reaves: 6+,0.18,0.19,0.185,0.18,0.01,6033.37,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXR6MAP-26FEB06HERETICSWBG-1,Six Invitational 2026: Heretics vs. Weibo Gaming Map 1,KXR6MAP-26FEB06HERETICSWBG-1-HERETICS,Heretics,0.32,0.36,0.34,0.0,0.04,6029.17,1,2026-02-20 10:00:00+00:00,245.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-152,Over 152.5 points scored,0.31,0.37,0.34,0.32,0.06,6024.81,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLJAMES23-10,LeBron James: 10+,0.1,0.15,0.125,0.13,0.05,6012.78,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXR6MAP-26FEB06OXGEP-2,Six Invitational 2026: Oxygen Esports vs. ENTERPRISE Esports Map 2,KXR6MAP-26FEB06OXGEP-2-EP,ENTERPRISE Esports,0.34,0.38,0.36,0.0,0.04,6006.57,1,2026-02-20 20:30:00+00:00,256.05
Sports,KXEKSTRAKLASAGAME-26JAN30RADARK,Radomiak Radom vs Arka Gdynia,KXEKSTRAKLASAGAME-26JAN30RADARK-TIE,Tie,0.07,0.74,0.405,0.07,0.67,6002.14,1,2026-02-13 19:30:00+00:00,87.05
Sports,KXR6MAP-26FEB06OXGEP-1,Six Invitational 2026: Oxygen Esports vs. ENTERPRISE Esports Map 1,KXR6MAP-26FEB06OXGEP-1-EP,ENTERPRISE Esports,0.34,0.38,0.36,0.0,0.04,5996.62,1,2026-02-20 20:30:00+00:00,256.05
Sports,KXR6MAP-26FEB06BDSR-1,Six Invitational 2026: Black Dragons e-Sports vs. Shopify Rebellion Map 1,KXR6MAP-26FEB06BDSR-1-BD,Black Dragons e-Sports,0.3,0.34,0.32,0.0,0.04,5993.95,1,2026-02-20 17:00:00+00:00,252.55
Sports,KXLIGUE1SPREAD-26FEB06FCMLIL,Lille at Metz: Spreads,KXLIGUE1SPREAD-26FEB06FCMLIL-FCM2,Metz wins by over 2.5 goals,0.01,0.77,0.39,0.0,0.76,5986.66,1,2026-02-20 19:45:00+00:00,255.3
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-155,Over 155.5 points scored,0.2,0.3,0.25,0.0,0.1,5980.83,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-CHI4,Chicago wins by over 4.5 Points,0.0,0.01,0.03,0.03,,5978.96,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHIVEDGECOMBE77-4,VJ Edgecombe: 4+,0.12,0.16,0.14,0.14,0.04,5973.37,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-140,Over 140.5 points scored,0.68,0.74,0.71,0.55,0.06,5948.11,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-146,Over 146.5 points scored,0.5,0.55,0.525,0.39,0.05,5943.64,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXWOCURLGAME-26FEB06ITACHE,Italy vs Switzerland,KXWOCURLGAME-26FEB06ITACHE-ITA,Italy,0.06,0.97,0.515,0.74,0.91,5942.74,1,2026-02-20 09:05:00+00:00,244.63
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLJAMES23-3,LeBron James: 3+,0.17,0.22,0.195,0.22,0.05,5940.78,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-137,Over 137.5 points scored,0.75,0.83,0.79,0.48,0.08,5938.68,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-134,Over 134.5 points scored,0.8,0.91,0.855,0.73,0.11,5933.19,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAWBGAME-26FEB05WEBUNCO,Weber St. at Northern Colorado,KXNCAAWBGAME-26FEB05WEBUNCO-UNCO,Northern Colorado,0.97,0.99,0.98,0.98,0.02,5930.2,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXVALORANTMAP-26FEB06EGNV-1,VCT Americas Kickoff 2026: Evil Geniuses vs. Team Envy Map 1,KXVALORANTMAP-26FEB06EGNV-1-NV,Team Envy,0.49,0.53,0.51,0.49,0.04,5915.63,1,2026-02-20 22:00:00+00:00,257.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-154,Over 154.5 points scored,0.06,0.16,0.11,0.23,0.1,5914.54,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-158,Over 158.5 points scored,0.12,0.23,0.175,0.0,0.11,5903.66,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-PHITMAXEY0-10,Tyrese Maxey: 10+,0.18,0.22,0.2,0.0,0.04,5902.17,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-143,Over 143.5 points scored,0.6,0.64,0.62,0.43,0.04,5895.66,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-PHITMAXEY0-1,Tyrese Maxey: 1+,0.09,0.88,0.485,0.0,0.79,5864.66,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-246,Over 246.5 points scored,0.16,0.31,0.235,0.19,0.15,5860.28,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLJAMES23-10,LeBron James: 10+,0.11,0.17,0.14,0.15,0.06,5805.07,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXVALORANTMAP-26FEB06T1PR-2,VCT Pacific Kickoff 2026: T1 vs. Paper Rex Map 2,KXVALORANTMAP-26FEB06T1PR-2-T1,T1,0.45,0.49,0.47,0.49,0.04,5798.56,1,2026-02-20 11:00:00+00:00,246.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-145,Over 145.5 points scored,0.28,0.35,0.315,0.35,0.07,5753.69,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLDONCIC77-8,Luka Dončić: 8+,0.62,0.7,0.66,0.64,0.08,5723.99,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLDONCIC77-10,Luka Dončić: 10+,0.32,0.39,0.355,0.4,0.07,5699.03,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05EIUTNST,Eastern Illinois at Tennessee St.: Spread,KXNCAAMBSPREAD-26FEB05EIUTNST-EIU5,Eastern Illinois wins by over 5.5 Points,0.03,0.13,0.08,0.0,0.1,5691.56,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-3,Austin Reaves: 3+,0.27,0.31,0.29,0.32,0.04,5679.85,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-CHI1,Chicago wins by over 1.5 Points,0.0,0.01,0.01,0.01,,5663.11,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXCS2MAP-26FEB06FURIAAUR-1,IEM Krakow 2026: FURIA vs. Aurora Gaming Map 1,KXCS2MAP-26FEB06FURIAAUR-1-AUR,Aurora Gaming,0.36,0.4,0.38,0.4,0.04,5653.34,1,2026-02-20 14:45:00+00:00,250.3
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-CHI7,Chicago wins by over 7.5 Points,0.0,0.01,0.01,0.01,,5619.32,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLDONCIC77-12,Luka Dončić: 12+,0.15,0.22,0.185,0.15,0.07,5613.06,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHIVEDGECOMBE77-3,VJ Edgecombe: 3+,0.3,0.33,0.315,0.31,0.03,5600.03,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXVALORANTMAP-26FEB06T1PR-1,VCT Pacific Kickoff 2026: T1 vs. Paper Rex Map 1,KXVALORANTMAP-26FEB06T1PR-1-T1,T1,0.45,0.49,0.47,0.49,0.04,5590.25,1,2026-02-20 11:00:00+00:00,246.55
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-IDST8,Idaho St. wins by over 8.5 Points,0.1,0.23,0.165,0.23,0.13,5584.98,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXR6GAME-26FEB06FXM80,Six Invitational 2026: FearX vs. M80,KXR6GAME-26FEB06FXM80-M80,M80,0.91,0.95,0.93,0.94,0.04,5548.59,1,2026-02-20 13:30:00+00:00,249.05
Sports,KXNBA2D-26FEB05PHILAL,Philadelphia at Los Angeles L: Double Doubles,KXNBA2D-26FEB05PHILAL-LALLJAMES23,LeBron James,0.15,0.24,0.195,0.25,0.09,5522.78,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLDONCIC77-1,Luka Dončić: 1+,0.05,0.82,0.435,0.0,0.77,5522.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKJEICHEL9,Jack Eichel,0.0,0.35,0.35,0.35,,5514.7,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LAAKEMPE9,Adrian Kempe,0.0,0.32,0.32,0.32,,5507.75,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO20,Southeast Missouri St. wins by over 20.5 Points,0.19,0.32,0.255,0.0,0.13,5488.07,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKJEICHEL9-1,Jack Eichel: 1+,0.0,0.79,0.0,0.0,,5427.52,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-243,Over 243.5 points scored,0.12,0.45,0.285,0.12,0.33,5400.54,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXLOLMAP-26FEB06DNFKT-2,LCK Cup 2026: DN SOOPers vs. KT Rolster Map 2,KXLOLMAP-26FEB06DNFKT-2-DNF,DN SOOPers,0.3,0.34,0.32,0.0,0.04,5399.82,1,2026-02-20 10:00:00+00:00,245.55
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO23,Southeast Missouri St. wins by over 23.5 Points,0.08,0.22,0.15,0.0,0.14,5385.44,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBTOTAL-26FEB05NEOMUND,Omaha at North Dakota: Total Points,KXNCAAMBTOTAL-26FEB05NEOMUND-140,Over 140.5 points scored,0.35,0.38,0.365,0.42,0.03,5366.89,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-131,Over 131.5 points scored,0.85,0.96,0.905,0.0,0.11,5360.77,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLDONCIC77-2,Luka Dončić: 2+,0.83,0.89,0.86,0.91,0.06,5349.96,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05NEOMUND,Omaha at North Dakota: Total Points,KXNCAAMBTOTAL-26FEB05NEOMUND-149,Over 149.5 points scored,0.07,0.13,0.1,0.21,0.06,5342.38,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05PHILAL,Philadelphia at Los Angeles L: Rebounds,KXNBAREB-26FEB05PHILAL-LALLJAMES23-8,LeBron James: 8+,0.27,0.32,0.295,0.3,0.05,5337.01,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXLOLMAP-26FEB06DNFKT-1,LCK Cup 2026: DN SOOPers vs. KT Rolster Map 1,KXLOLMAP-26FEB06DNFKT-1-DNF,DN SOOPers,0.3,0.34,0.32,0.0,0.04,5317.85,1,2026-02-20 10:00:00+00:00,245.55
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-IDST5,Idaho St. wins by over 5.5 Points,0.22,0.34,0.28,0.57,0.12,5305.99,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05NEOMUND,Omaha at North Dakota: Total Points,KXNCAAMBTOTAL-26FEB05NEOMUND-137,Over 137.5 points scored,0.45,0.52,0.485,0.74,0.07,5302.33,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXWOCURLGAME-26FEB06CZEUSA,Czechia vs United States,KXWOCURLGAME-26FEB06CZEUSA-USA,United States,0.02,0.98,0.5,0.77,0.96,5291.05,1,2026-02-20 13:35:00+00:00,249.13
Sports,KXNCAAMBTOTAL-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Total Points,KXNCAAMBTOTAL-26FEB05MORESEMO-149,Over 149.5 points scored,0.42,0.46,0.44,0.42,0.04,5278.08,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXWOCURLGAME-26FEB06ESTITA,Estonia vs Italy,KXWOCURLGAME-26FEB06ESTITA-ITA,Italy,0.66,0.74,0.7,0.74,0.08,5273.06,1,2026-02-20 13:35:00+00:00,249.13
Sports,KXLOLMAP-26FEB06MVKTSW-1,LCP 2026: MVK Esports vs. Team Secret Whales Map 1,KXLOLMAP-26FEB06MVKTSW-1-TSW,Team Secret Whales,0.65,0.68,0.665,0.68,0.03,5258.85,1,2026-02-20 06:00:00+00:00,241.55
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLJAMES23-8,LeBron James: 8+,0.3,0.36,0.33,0.34,0.06,5242.45,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-139,Over 139.5 points scored,0.48,0.53,0.505,0.54,0.05,5227.4,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-133,Over 133.5 points scored,0.66,0.73,0.695,0.0,0.07,5211.23,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO11,Southeast Missouri St. wins by over 11.5 Points,0.62,0.73,0.675,0.43,0.11,5195.74,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKMMARNER93-1,Mitch Marner: 1+,0.0,0.7,0.0,0.0,,5164.38,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-148,Over 148.5 points scored,0.13,0.24,0.185,0.0,0.11,5161.59,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-5,Austin Reaves: 5+,0.02,0.07,0.045,0.08,0.05,5152.69,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHIVEDGECOMBE77-5,VJ Edgecombe: 5+,0.03,0.05,0.04,0.06,0.02,5141.95,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALLDONCIC77-9,Luka Dončić: 9+,0.5,0.55,0.525,0.52,0.05,5131.25,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-PHITMAXEY0-5,Tyrese Maxey: 5+,0.22,0.29,0.255,0.28,0.07,5121.57,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-148,Over 148.5 points scored,0.19,0.28,0.235,0.0,0.09,5095.28,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05NEOMUND,Omaha at North Dakota: Total Points,KXNCAAMBTOTAL-26FEB05NEOMUND-146,Over 146.5 points scored,0.14,0.21,0.175,0.21,0.07,5071.33,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-145,Over 145.5 points scored,0.2,0.29,0.245,0.09,0.09,5063.56,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-136,Over 136.5 points scored,0.45,0.49,0.47,0.49,0.04,5057.3,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLJAMES23-4,LeBron James: 4+,0.05,0.08,0.065,0.09,0.03,5055.83,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKMMARNER93,Mitch Marner,0.0,0.29,0.3,0.3,,5038.84,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-LACPERRY10,Corey Perry,0.0,0.24,0.25,0.25,,5035.71,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-130,Over 130.5 points scored,0.62,0.64,0.63,0.58,0.02,5027.12,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALAREAVES15-1,Austin Reaves: 1+,0.09,0.63,0.36,0.55,0.54,5025.97,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05NEOMUND,Omaha at North Dakota: Total Points,KXNCAAMBTOTAL-26FEB05NEOMUND-134,Over 134.5 points scored,0.61,0.65,0.63,0.71,0.04,4985.36,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKIBARBASHEV49,Ivan Barbashev,0.0,0.23,0.23,0.23,,4984.24,1,2026-02-20 03:00:00+00:00,238.55
