category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,close_time,time_to_close_hours
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-143,Over 143.5 points scored,0.6,0.67,0.635,0.46,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBSPREAD-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Spread,KXNCAAMBSPREAD-26FEB05USIUTM-USI4,Southern Indiana wins by over 4.5 Points,0.0,0.06,0.01,0.01,2026-02-20 01:30:00+00:00,237.28
Sports,KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR,Charlton vs QPR,KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR-CHA,Charlton,0.32,0.33,0.325,0.33,2026-02-20 20:01:00+00:00,255.8
Sports,KXLIGUE1GAME-26FEB06FCMLIL,Metz vs Lille,KXLIGUE1GAME-26FEB06FCMLIL-TIE,Tie,0.22,0.23,0.225,0.23,2026-02-20 19:45:00+00:00,255.53
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-145,Over 145.5 points scored,0.47,0.85,0.66,0.46,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUATHOMPSON1-10,Amen Thompson: 10+,0.0,0.8,0.77,0.77,2026-02-20 01:00:00+00:00,236.78
Sports,KXR6GAME-26FEB06DAYFLCS,Six Invitational 2026: Daystar vs. Falcons Esport,KXR6GAME-26FEB06DAYFLCS-DAY,Daystar,0.05,0.09,0.07,0.09,2026-02-20 10:00:00+00:00,245.78
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFJQUINN22,Jack Quinn,0.0,0.97,0.26,0.26,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBSPREAD-26FEB05WIUTNTC,Western Illinois at Tennessee Tech: Spread,KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC17,Tennessee Tech wins by over 17.5 Points,0.69,0.7,0.695,0.69,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASSCASTLE5-7,Stephon Castle: 7+,0.0,0.96,0.43,0.43,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAPTS-26FEB05PHILAL,Philadelphia at Los Angeles L: Points,KXNBAPTS-26FEB05PHILAL-PHIVEDGECOMBE77-10,VJ Edgecombe: 10+,0.69,0.77,0.73,0.77,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASPREAD-26FEB05GSWPHX,Golden State at Phoenix: Spread,KXNBASPREAD-26FEB05GSWPHX-GSW6,Golden State wins by over 6.5 Points,0.18,0.2,0.19,0.21,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUKDURANT7-10,Kevin Durant: 10+,0.0,0.78,0.07,0.07,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05OSUMD,Ohio St. at Maryland: Spread,KXNCAAMBSPREAD-26FEB05OSUMD-MD8,Maryland wins by over 8.5 Points,0.0,0.03,0.01,0.01,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBA2D-26FEB05CHAHOU,Charlotte at Houston: Double Doubles,KXNBA2D-26FEB05CHAHOU-CHAMBRIDGES0,Miles Bridges,0.0,0.16,0.16,0.16,2026-02-20 01:00:00+00:00,236.78
Sports,KXATPCHALLENGERMATCH-26FEB05ELLMCC,Ellis vs McCabe,KXATPCHALLENGERMATCH-26FEB05ELLMCC-ELL,Blake Ellis,0.3,0.32,0.31,0.31,2026-02-20 04:40:00+00:00,240.45
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALAREAVES15-1,Austin Reaves: 1+,0.09,0.63,0.36,0.55,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALLDONCIC77-6,Luka Dončić: 6+,0.0,0.17,0.17,0.17,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05SASDAL,San Antonio at Dallas: Steals,KXNBASTL-26FEB05SASDAL-DALCFLAGG32-2,Cooper Flagg: 2+,0.0,1.0,0.99,0.99,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-136,Over 136.5 points scored,0.61,0.96,0.785,0.7,2026-02-20 02:00:00+00:00,237.78
Sports,KXATPCHALLENGERMATCH-26FEB05ELLMCC,Ellis vs McCabe,KXATPCHALLENGERMATCH-26FEB05ELLMCC-MCC,James McCabe,0.68,0.71,0.695,0.71,2026-02-20 04:40:00+00:00,240.45
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-2,Austin Reaves: 2+,0.52,0.56,0.54,0.57,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Spread,KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB11,UC Santa Barbara wins by over 11.5 Points,0.03,0.26,0.145,0.2,2026-02-20 02:00:00+00:00,237.78
Sports,KXSERIEASPREAD-26FEB06VERPIS,Pisa at Hellas Verona: Spreads,KXSERIEASPREAD-26FEB06VERPIS-VER2,Hellas Verona wins by over 2.5 goals,0.05,0.06,0.055,0.05,2026-02-20 19:45:00+00:00,255.53
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASDFOX4-6,De'Aaron Fox: 6+,0.57,0.63,0.6,0.7,2026-02-20 01:30:00+00:00,237.28
Sports,KXLIGUE1TOTAL-26FEB06FCMLIL,Lille at Metz: Totals,KXLIGUE1TOTAL-26FEB06FCMLIL-3,Over 3.5 goals scored,0.3,0.34,0.32,0.34,2026-02-20 19:45:00+00:00,255.53
Sports,KXNCAAMBSPREAD-26FEB05OSUMD,Ohio St. at Maryland: Spread,KXNCAAMBSPREAD-26FEB05OSUMD-OSU16,Ohio St. wins by over 16.5 Points,0.31,0.34,0.325,0.3,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05DENNDSU,Denver at North Dakota St.: Total Points,KXNCAAMBTOTAL-26FEB05DENNDSU-175,Over 175.5 points scored,0.01,0.42,0.215,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUATHOMPSON1-7,Amen Thompson: 7+,0.02,0.98,0.5,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKSTHEODORE27,Shea Theodore,0.0,0.13,0.12,0.12,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJOPALAT18,Ondrej Palat,0.0,0.97,0.2,0.2,2026-02-20 00:00:00+00:00,235.78
Sports,KXALEAGUEGAME-26FEB06MACPER,Macarthur vs Perth,KXALEAGUEGAME-26FEB06MACPER-PER,Perth,0.28,0.3,0.29,0.3,2026-02-20 08:35:00+00:00,244.37
Sports,KXWTAMATCH-26FEB06COCGOR,Cocciaretto vs Gorgodze,KXWTAMATCH-26FEB06COCGOR-GOR,Ekaterine Gorgodze,0.15,0.16,0.155,0.15,2026-02-20 07:00:00+00:00,242.78
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASDFOX4-30,De'Aaron Fox: 30+,0.0,0.08,0.07,0.07,2026-02-20 01:30:00+00:00,237.28
Sports,KXNHLPTS-26FEB05PITBUF,PIT Penguins at BUF Sabres: Points,KXNHLPTS-26FEB05PITBUF-PITSCROSBY87-2,Sidney Crosby: 2+,0.0,1.0,0.29,0.29,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-ZLAV,Zach LaVine,0.0,0.04,0.03,0.03,2026-02-17 15:00:00+00:00,178.78
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLNALEXANDERWALKER7-1,Nickeil Alexander-Walker: 1+,0.0,1.0,0.99,0.99,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-CIT2,The Citadel wins by over 2.5 Points,0.0,0.53,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAAST-26FEB05PHILAL,Philadelphia at Los Angeles L: Assists,KXNBAAST-26FEB05PHILAL-LALAREAVES15-8,Austin Reaves: 8+,0.0,0.05,0.05,0.05,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-142,Over 142.5 points scored,0.53,0.88,0.705,0.61,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBABLK-26FEB05CHITOR,Chicago at Toronto: Blocks,KXNBABLK-26FEB05CHITOR-TORSBARNES4-1,Scottie Barnes: 1+,0.0,1.0,0.99,0.99,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLFIRSTGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: First Goal,KXNHLFIRSTGOAL-26FEB05OTTPHI-OTTDBATHERSON19,Drake Batherson,0.0,0.12,0.06,0.06,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLFIRSTGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: First Goal,KXNHLFIRSTGOAL-26FEB05NYINJ-NYITDEANGELO77,Tony DeAngelo,0.0,0.01,0.03,0.03,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-145,Over 145.5 points scored,0.48,0.5,0.49,0.48,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASVWEMBANYAMA1-14,Victor Wembanyama: 14+,0.0,0.96,0.3,0.3,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBLGAME-26FEB06BRITAS,Brisbane Bullets at Tasmania Jackjumpers,KXNBLGAME-26FEB06BRITAS-TAS,Tasmania Jackjumpers,0.82,0.84,0.83,0.82,2026-02-20 08:30:00+00:00,244.28
Sports,KXNHLFIRSTGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: First Goal,KXNHLFIRSTGOAL-26FEB05NYINJ-NYIALEE27,Anders Lee,0.0,0.01,0.05,0.05,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUATHOMPSON1-10,Amen Thompson: 10+,0.0,0.92,0.52,0.52,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAKKNUEPPEL7-5,Kon Knueppel: 5+,0.0,0.99,0.27,0.27,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05UNCOWEB,Northern Colorado at Weber St.: Spread,KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB14,Weber St. wins by over 14.5 Points,0.03,0.05,0.04,0.03,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBSPREAD-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Spread,KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB8,UC Santa Barbara wins by over 8.5 Points,0.05,0.36,0.205,0.27,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBASTL-26FEB05UTAATL,Utah at Atlanta: Steals,KXNBASTL-26FEB05UTAATL-ATLJJOHNSON1-1,Jalen Johnson: 1+,0.0,1.0,0.99,0.99,2026-02-20 00:30:00+00:00,236.28
Sports,KXSCOTTISHPREMGAME-26FEB04ABECEL,Aberdeen vs Celtic,KXSCOTTISHPREMGAME-26FEB04ABECEL-TIE,Tie,0.12,0.67,0.395,0.11,2026-02-18 20:00:00+00:00,207.78
Sports,KXNBAREB-26FEB05GSWPHX,Golden State at Phoenix: Rebounds,KXNBAREB-26FEB05GSWPHX-GSWDGREEN23-12,Draymond Green: 12+,0.02,0.05,0.035,0.04,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05OSUMD,Ohio St. at Maryland: Spread,KXNCAAMBSPREAD-26FEB05OSUMD-MD5,Maryland wins by over 5.5 Points,0.0,0.03,0.01,0.01,2026-02-20 01:30:00+00:00,237.28
Sports,KXNHLFIRSTGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: First Goal,KXNHLFIRSTGOAL-26FEB05OTTPHI-PHIMMICHKOV39,Matvei Michkov,0.0,0.12,0.05,0.05,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-127,Over 127.5 points scored,0.99,1.0,0.995,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-CHAMBRIDGES0-1,Miles Bridges: 1+,0.0,1.0,0.99,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBASTL-26FEB05CHAHOU,Charlotte at Houston: Steals,KXNBASTL-26FEB05CHAHOU-HOUATHOMPSON1-1,Amen Thompson: 1+,0.0,1.0,0.99,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBABLK-26FEB05CHAHOU,Charlotte at Houston: Blocks,KXNBABLK-26FEB05CHAHOU-HOUATHOMPSON1-1,Amen Thompson: 1+,0.0,1.0,0.99,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXWTAMATCH-26FEB06PARKOR,Parry vs Korpatsch,KXWTAMATCH-26FEB06PARKOR-KOR,Tamara Korpatsch,0.38,0.4,0.39,0.4,2026-02-20 17:00:00+00:00,252.78
Sports,KXNBA2D-26FEB05CHAHOU,Charlotte at Houston: Double Doubles,KXNBA2D-26FEB05CHAHOU-HOUKDURANT7,Kevin Durant,0.0,0.2,0.25,0.25,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-136,Over 136.5 points scored,0.58,0.64,0.61,0.55,2026-02-20 02:00:00+00:00,237.78
Sports,KXWTAMATCH-26FEB06RUZSTA,Ruzic vs Starodubtseva,KXWTAMATCH-26FEB06RUZSTA-RUZ,Antonia Ruzic,0.57,0.59,0.58,0.59,2026-02-20 08:00:00+00:00,243.78
Sports,KXNCAAMBSPREAD-26FEB05ELONHAMP,Elon at Hampton: Spread,KXNCAAMBSPREAD-26FEB05ELONHAMP-HAMP11,Hampton wins by over 11.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBATOTAL-26FEB05PHILAL,Philadelphia at Los Angeles L: Total Points,KXNBATOTAL-26FEB05PHILAL-223,Over 223.5 points scored,0.74,0.75,0.745,0.75,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05ACUVU,Abilene Christian at Utah Valley: Spread,KXNCAAMBSPREAD-26FEB05ACUVU-UVU4,Utah Valley wins by over 4.5 Points,0.21,1.0,0.605,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-SAM28,Samford wins by over 28.5 Points,0.0,0.06,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLFIRSTGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: First Goal,KXNHLFIRSTGOAL-26FEB05FLATB-FLAGFORSLING42,Gustav Forsling,0.0,0.2,0.02,0.02,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAMBSPREAD-26FEB05ACUVU,Abilene Christian at Utah Valley: Spread,KXNCAAMBSPREAD-26FEB05ACUVU-UVU7,Utah Valley wins by over 7.5 Points,0.97,0.99,0.98,0.97,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: Anytime Goal,KXNHLGOAL-26FEB05LAVGK-VGKJEICHEL9,Jack Eichel,0.0,0.35,0.35,0.35,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASPREAD-26FEB05PHILAL,Philadelphia at Los Angeles L: Spread,KXNBASPREAD-26FEB05PHILAL-PHI11,Philadelphia wins by over 11.5 Points,0.14,0.16,0.15,0.16,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-TBDJAMES17,Dominic James,0.0,0.95,0.17,0.17,2026-02-20 00:30:00+00:00,236.28
Sports,KXVALORANTGAME-26FEB06T1PR,VCT Pacific Kickoff 2026: T1 vs. Paper Rex,KXVALORANTGAME-26FEB06T1PR-T1,T1,0.43,0.47,0.45,0.47,2026-02-20 11:00:00+00:00,246.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-LAALAFERRIERE14,Alex Laferriere,0.0,0.05,0.05,0.05,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLFIRSTGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: First Goal,KXNHLFIRSTGOAL-26FEB05NYINJ-NJOPALAT18,Ondrej Palat,0.0,0.01,0.05,0.05,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIMSCHAEFER48,Matthew Schaefer,0.0,0.98,0.97,0.97,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-VGKSTHEODORE27,Shea Theodore,0.0,0.03,0.03,0.03,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-MORE7,Morehead St. wins by over 7.5 Points,0.01,0.79,0.4,0.01,2026-02-20 01:30:00+00:00,237.28
Sports,KXR6GAME-26FEB06G2FAZE,Six Invitational 2026: G2 Esports vs. FaZe Clan,KXR6GAME-26FEB06G2FAZE-G2,G2 Esports,0.39,0.43,0.41,0.46,2026-02-20 20:30:00+00:00,256.28
Sports,KXNBABLK-26FEB05SASDAL,San Antonio at Dallas: Blocks,KXNBABLK-26FEB05SASDAL-DALCFLAGG32-2,Cooper Flagg: 2+,0.0,0.93,0.24,0.24,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05DENNDSU,Denver at North Dakota St.: Total Points,KXNCAAMBTOTAL-26FEB05DENNDSU-145,Over 145.5 points scored,0.03,0.98,0.505,0.21,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTCGIROUX28,Claude Giroux,0.0,0.94,0.17,0.17,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHDSTROME17,Dylan Strome,0.0,0.15,0.07,0.07,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAQBYFIELD55-2,Quinton Byfield: 2+,0.0,0.12,0.12,0.12,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-146,Over 146.5 points scored,0.51,0.58,0.545,0.58,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYISHOLMSTROM10,Simon Holmstrom,0.0,0.97,0.2,0.2,2026-02-20 00:00:00+00:00,235.78
Sports,KXSERIEASPREAD-26FEB06VERPIS,Pisa at Hellas Verona: Spreads,KXSERIEASPREAD-26FEB06VERPIS-PIS2,Pisa wins by over 2.5 goals,0.02,0.03,0.025,0.02,2026-02-20 19:45:00+00:00,255.53
Sports,KXNBA3PT-26FEB05UTAATL,Utah at Atlanta: Three Pointers,KXNBA3PT-26FEB05UTAATL-ATLCMCCOLLUM3-2,CJ McCollum: 2+,0.0,0.99,0.52,0.52,2026-02-20 00:30:00+00:00,236.28
Sports,KXVALORANTGAME-26FEB06NAVITH,VCT EMEA Kickoff 2026: Natus Vincere vs. Team Heretics,KXVALORANTGAME-26FEB06NAVITH-NAVI,Natus Vincere,0.45,0.47,0.46,0.47,2026-02-20 16:00:00+00:00,251.78
Sports,KXNBA3D-26FEB05SASDAL,San Antonio at Dallas: Triple Doubles,KXNBA3D-26FEB05SASDAL-SASVWEMBANYAMA1,Victor Wembanyama,0.0,1.0,0.4,0.4,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05MEMUAB,Memphis at UAB: Spread,KXNCAAMBSPREAD-26FEB05MEMUAB-UAB10,UAB wins by over 10.5 Points,0.04,0.1,0.07,0.05,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFJDOAN91,Josh Doan,0.0,0.97,0.26,0.26,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFATUCH89,Alex Tuch,0.0,0.97,0.36,0.36,2026-02-20 00:00:00+00:00,235.78
Sports,KXNHLAST-26FEB05FLATB,FLA Panthers at TB Lightning: Assists,KXNHLAST-26FEB05FLATB-FLAALUNDELL15-1,Anton Lundell: 1+,0.0,1.0,0.3,0.3,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD18,UC San Diego wins by over 18.5 Points,0.21,0.28,0.245,0.27,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-VGKBBOWMAN42,Braeden Bowman,0.0,0.03,0.03,0.03,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05NEOMUND,Omaha at North Dakota: Spread,KXNCAAMBSPREAD-26FEB05NEOMUND-UND16,North Dakota wins by over 16.5 Points,0.0,0.06,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05DENNDSU,Denver at North Dakota St.: Spread,KXNCAAMBSPREAD-26FEB05DENNDSU-NDSU26,North Dakota St. wins by over 26.5 Points,0.0,0.5,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05DENNDSU,Denver at North Dakota St.: Spread,KXNCAAMBSPREAD-26FEB05DENNDSU-NDSU20,North Dakota St. wins by over 20.5 Points,0.0,0.64,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-SAM1,Samford wins by over 1.5 Points,0.21,1.0,0.605,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05ACUVU,Abilene Christian at Utah Valley: Spread,KXNCAAMBSPREAD-26FEB05ACUVU-UVU1,Utah Valley wins by over 1.5 Points,0.98,1.0,0.99,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05ELONHAMP,Elon at Hampton: Spread,KXNCAAMBSPREAD-26FEB05ELONHAMP-ELON16,Elon wins by over 16.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBSPREAD-26FEB05ELONHAMP,Elon at Hampton: Spread,KXNCAAMBSPREAD-26FEB05ELONHAMP-ELON13,Elon wins by over 13.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBSPREAD-26FEB05ELONHAMP,Elon at Hampton: Spread,KXNCAAMBSPREAD-26FEB05ELONHAMP-ELON10,Elon wins by over 10.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBTOTAL-26FEB05UNCOWEB,Northern Colorado at Weber St.: Total Points,KXNCAAMBTOTAL-26FEB05UNCOWEB-156,Over 156.5 points scored,0.61,0.68,0.645,0.57,2026-02-20 02:00:00+00:00,237.78
Sports,KXWOCURLGAME-26FEB06CZEUSA,Czechia vs United States,KXWOCURLGAME-26FEB06CZEUSA-USA,United States,0.02,0.98,0.5,0.77,2026-02-20 13:35:00+00:00,249.37
Sports,KXNBA3PT-26FEB05PHILAL,Philadelphia at Los Angeles L: Three Pointers,KXNBA3PT-26FEB05PHILAL-LALAREAVES15-5,Austin Reaves: 5+,0.02,0.07,0.045,0.08,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-PITBRUST17,Bryan Rust,0.0,0.97,0.36,0.36,2026-02-20 00:00:00+00:00,235.78
Sports,KXVALORANTGAME-26FEB06BLGDRG,VCT China Kickoff 2026: Bilibili Gaming vs. Dragon Ranger Gaming,KXVALORANTGAME-26FEB06BLGDRG-BLG,Bilibili Gaming,0.54,0.58,0.56,0.58,2026-02-20 09:00:00+00:00,244.78
Sports,KXNHLFIRSTGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: First Goal,KXNHLFIRSTGOAL-26FEB05NYINJ-NJJBRATT63,Jesper Bratt,0.0,0.01,0.06,0.06,2026-02-20 00:00:00+00:00,235.78
