market_ticker,return_1h,return_6h,return_24h,trend_slope_24h,max_drawdown_24h,volatility_24h,vol_regime_shift,high_low_range_24h,candle_count
KXATPMATCH-26FEB06MANGEA-MAN,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UTAUTU-UTA5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UTAUTU-UTU1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UTAUTU-UTU4,,,,,,,,,0
KXNBA3PT-26FEB05SASDAL-DALCFLAGG32-1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO4,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UTAUTU-UTA2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO7,,,,,,,,,0
KXEREDIVISIEGAME-26FEB06BREEXC-EXC,,,,,,,,,0
KXNCAAMBGAME-26FEB05MORESEMO-SEMO,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO14,,,,,,,,,0
KXWTAMATCH-26FEB06UCHSRA-SRA,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NAUIDST-IDST2,,,,,,,,,0
KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR-CHA,,,,,,,,,0
KXLALIGATOTAL-26FEB06RCCOSA-2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05JVSTWKU-WKU6,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05JVSTWKU-WKU3,,,,,,,,,0
KXWTAMATCH-26FEB06ZARBIR-BIR,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05SAKSCH-SAK,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05EWUMONT-MONT9,,,,,,,,,0
KXWTAMATCH-26FEB06MASPAR-MAS,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05EWUMONT-MONT6,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05EWUMONT-MONT3,,,,,,,,,0
KXLALIGATOTAL-26FEB06RCCOSA-1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC14,,,,,,,,,0
KXEPLTOTAL-26FEB06LEENFO-2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM17,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM23,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC17,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM20,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM11,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC20,,,,,,,,,0
KXNCAAMBGAME-26FEB05USIUTM-UTM,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC23,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC8,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CITSAM-SAM16,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM14,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU22,,,,,,,,,0
KXSCOTTISHPREMGAME-26FEB04DUNMOT-DUN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047619,13
KXNCAAMBGAME-26FEB05WIUTNTC-TNTC,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU25,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CITSAM-SAM10,,,,,,,,,0
KXATPMATCH-26FEB06GRIDRO-GRI,,,,,,,,,0
KXNBASPREAD-26FEB05CHAHOU-CHA6,,,,,,,,,0
KXWTAMATCH-26FEB06BAPALE-BAP,,,,,,,,,0
KXEPLTOTAL-26FEB06LEENFO-1,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05LADEL-DEL,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05ELLMCC-ELL,,,,,,,,,0
KXLALIGASPREAD-26FEB06RCCOSA-RCC1,,,,,,,,,0
KXSAUDIPLGAME-26FEB06NEORIY-RIY,,,,,,,,,0
KXWTAMATCH-26FEB06UCHSRA-UCH,,,,,,,,,0
KXNBASPREAD-26FEB05CHAHOU-CHA9,,,,,,,,,0
KXLIGUE1TOTAL-26FEB06FCMLIL-3,,,,,,,,,0
KXWTAMATCH-26FEB06RADOLI-OLI,,,,,,,,,0
KXATPMATCH-26FEB06AUGFIL-AUG,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-151,,,,,,,,,0
KXSERIEATOTAL-26FEB06VERPIS-3,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05SAKSCH-SCH,,,,,,,,,0
KXWTAMATCH-26FEB06ZAKGRA-GRA,,,,,,,,,0
KXBUNDESLIGABTTS-26FEB06UNISGE,,,,,,,,,0
KXATPMATCH-26FEB06AUGFIL-FIL,,,,,,,,,0
KXWTAMATCH-26FEB06CIRSNI-SNI,,,,,,,,,0
KXLALIGATOTAL-26FEB06RCCOSA-3,,,,,,,,,0
KXNBASPREAD-26FEB05CHITOR-TOR17,,,,,,,,,0
KXLIGUE1TOTAL-26FEB06FCMLIL-2,,,,,,,,,0
KXNBAALLSTARS-26-RWES,0.0,3.0,3.0,0.335664,0.0,0.862439,1.2964,1.5,12
KXATPMATCH-26FEB06DAMNAR-NAR,,,,,,,,,0
KXATPMATCH-26FEB06GRIDRO-DRO,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05UGODIA-DIA,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-154,,,,,,,,,0
KXSAUDIPLGAME-26FEB06NEORIY-NEO,,,,,,,,,0
KXWTAMATCH-26FEB06SASGRA-GRA,,,,,,,,,0
KXSERIEASPREAD-26FEB06VERPIS-VER1,,,,,,,,,0
KXLOLGAME-26FEB06BLGAL-AL,,,,,,,,,0
KXWTAMATCH-26FEB06ZARBIR-ZAR,,,,,,,,,0
KXLIGUE1SPREAD-26FEB06FCMLIL-LIL1,,,,,,,,,0
KXWTAMATCH-26FEB06RUZSTA-STA,,,,,,,,,0
KXALEAGUEGAME-26FEB06WPHVIC-VIC,,,,,,,,,0
KXEREDIVISIEGAME-26FEB06BREEXC-TIE,,,,,,,,,0
KXWTAMATCH-26FEB06FRECEN-CEN,,,,,,,,,0
KXWTAMATCH-26FEB06MASPAR-PAR,,,,,,,,,0
KXNCAAMBGAME-26FEB05ELONHAMP-ELON,,,,,,,,,0
KXWTAMATCH-26FEB06KAWSEI-KAW,,,,,,,,,0
KXSERIEATOTAL-26FEB06VERPIS-4,,,,,,,,,0
KXSERIEABTTS-26FEB06VERPIS,,,,,,,,,0
KXNHLGAME-26FEB05NSHWSH-NSH,,,,,,,,,0
KXALEAGUEGAME-26FEB06MACPER-TIE,,,,,,,,,0
KXEPLTOTAL-26FEB06LEENFO-3,,,,,,,,,0
KXSAUDIPLGAME-26FEB06ALNITJ-ITJ,,,,,,,,,0
KXWTAMATCH-26FEB06VOLBOU-BOU,,,,,,,,,0
KXLALIGABTTS-26FEB06RCCOSA,,,,,,,,,0
KXNBLGAME-26FEB06CARPER-PER,,,,,,,,,0
KXALEAGUEGAME-26FEB06WPHVIC-WPH,,,,,,,,,0
KXWTAMATCH-26FEB06KARWAL-WAL,,,,,,,,,0
KXALEAGUEGAME-26FEB06WPHVIC-TIE,,,,,,,,,0
KXSERIEASPREAD-26FEB06VERPIS-VER2,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-DALCFLAGG32-20,,,,,,,,,0
KXEPLBTTS-26FEB06LEENFO,,,,,,,,,0
KXWTAMATCH-26FEB06HONOSO-HON,,,,,,,,,0
KXWTAMATCH-26FEB06COCGOR-GOR,,,,,,,,,0
KXWTAMATCH-26FEB06HONOSO-OSO,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-NEOM11,,,,,,,,,0
KXWTAMATCH-26FEB06PARKOR-PAR,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-DALCFLAGG32-25,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-UND7,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASDFOX4-15,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASVWEMBANYAMA1-25,,,,,,,,,0
KXNBA3PT-26FEB05SASDAL-DALCFLAGG32-2,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-148,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-15,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASVWEMBANYAMA1-35,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05UGODIA-UGO,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-25,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-SASSCASTLE5-20,,,,,,,,,0
KXNBAPTS-26FEB05SASDAL-DALCFLAGG32-30,,,,,,,,,0
KXNBAPTS-26FEB05CHAHOU-CHAMBRIDGES0-20,,,,,,,,,0
KXNBAPTS-26FEB05CHAHOU-HOUASENGUN28-15,,,,,,,,,0
KXWTAMATCH-26FEB06ZVOZHA-ZVO,,,,,,,,,0
KXNBAPTS-26FEB05CHAHOU-CHAKKNUEPPEL7-30,,,,,,,,,0
KXSAUDIPLGAME-26FEB06ALNITJ-TIE,,,,,,,,,0
KXSERIEASPREAD-26FEB06VERPIS-PIS2,,,,,,,,,0
KXALEAGUEGAME-26FEB06MACPER-MAC,,,,,,,,,0
KXBUNDESLIGASPREAD-26FEB06UNISGE-UNI1,,,,,,,,,0
KXALEAGUEGAME-26FEB06MACPER-PER,,,,,,,,,0
KXSAUDIPLGAME-26FEB06NEORIY-TIE,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06BARTRA-BAR,,,,,,,,,0
KXBELGIANPLGAME-26FEB06WESSTT-TIE,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05HEWSWE-SWE,,,,,,,,,0
KXNCAAWBGAME-26FEB05UCSDLBSU-LBSU,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06TAGSEM-TAG,,,,,,,,,0
KXWTAMATCH-26FEB06VALROD-ROD,,,,,,,,,0
KXSAUDIPLGAME-26FEB06ITTDAM-ITT,,,,,,,,,0
KXSAUDIPLGAME-26FEB06ALNITJ-ALN,,,,,,,,,0
KXLIGUE1BTTS-26FEB06FCMLIL,,,,,,,,,0
KXBELGIANPLGAME-26FEB06WESSTT-WES,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05HEWSWE-HEW,,,,,,,,,0
KXWTAMATCH-26FEB06VOLBOU-VOL,,,,,,,,,0
KXDENSUPERLIGAGAME-26FEB06AGFOBK-OBK,0.0,-0.947368,-0.974359,-1.888235,0.979167,0.40045,1.4833,2.942149,16
KXNBASPREAD-26FEB05CHAHOU-HOU3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU16,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-MD2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU13,,,,,,,,,0
KXEPLSPREAD-26FEB06LEENFO-LEE1,,,,,,,,,0
KXSAUDIPLGAME-26FEB06ITTDAM-TIE,,,,,,,,,0
KXHOLEINONE-26-WM-1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-TNTC2,,,,,,,,,0
KXWTAMATCH-26FEB06PARKOR-KOR,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05DENNDSU-NDSU5,,,,,,,,,0
KXNBATOTAL-26FEB05CHAHOU-232,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM8,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU7,,,,,,,,,0
KXEPLSPREAD-26FEB06LEENFO-LEE2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05USIUTM-UTM2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MORESEMO-MORE1,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06SAWPRO-SAW,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-UND10,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MORESEMO-MORE4,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05WIUTNTC-WIU7,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CITSAM-SAM4,,,,,,,,,0
KXEPLSPREAD-26FEB06LEENFO-NFO1,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-PHIVEDGECOMBE77-15,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06JEATAR-JEA,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06MORMER-MER,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALAREAVES15-15,,,,,,,,,0
KXNBAALLSTARS-26-FWAG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
KXSAUDIPLGAME-26FEB06ITTDAM-DAM,,,,,,,,,0
KXNBAALLSTARS-26-BING,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
KXEKSTRAKLASAGAME-26FEB06KORZAG-ZAG,,,,,,,,,0
KXLOLGAME-26FEB06MVKTSW-MVK,,,,,,,,,0
KXNBAALLSTARS-26-BADE,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5
KXNBAALLSTARS-26-ASEN,,,,,,,,,0
KXVALORANTGAME-26FEB06EGNV-NV,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06SAWPRO-PRO,,,,,,,,,0
KXNBAALLSTARS-26-KKNU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
KXWTACHALLENGERMATCH-26FEB06YAMTIA-TIA,,,,,,,,,0
KXNBAALLSTARS-26-SCAS,0.090909,0.2,0.2,0.127273,0.0,0.038236,1.1788,0.19469,11
KXNBAALLSTARS-26-SSHA,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5
KXNBAALLSTARS-26-TYOU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
KXWTACHALLENGERMATCH-26FEB06YAMTIA-YAM,,,,,,,,,0
KXNBAALLSTARS-26SDC-MMCC,0.0,-0.083333,-0.153846,-0.132867,0.153846,0.030935,1.0039,0.169014,12
KXHNLGAME-26FEB06LOKGOR-GOR,,,,,,,,,0
KXNBASPREAD-26FEB05CHAHOU-HOU6,,,,,,,,,0
KXBELGIANPLGAME-26FEB06WESSTT-STT,,,,,,,,,0
KXHNLGAME-26FEB06LOKGOR-TIE,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06MORMER-MOR,,,,,,,,,0
KXLOLGAME-26FEB06DNFKT-KT,,,,,,,,,0
KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,15
KXLOLGAME-26FEB06GZCFO-CFO,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06JEATAR-TAR,,,,,,,,,0
KXVALORANTGAME-26FEB06T1PR-PR,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-139,,,,,,,,,0
KXVALORANTGAME-26FEB06BLGDRG-BLG,,,,,,,,,0
KXNBASPREAD-26FEB05CHITOR-TOR11,,,,,,,,,0
KXNBAALLSTARS-26-DBRO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
KXNCAAWBGAME-26FEB05MTSTIDHO-IDHO,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-136,,,,,,,,,0
KXNBASPREAD-26FEB05CHITOR-TOR14,,,,,,,,,0
KXVALORANTGAME-26FEB06T1PR-T1,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-142,,,,,,,,,0
KXNCAAWBGAME-26FEB05WSUUSD-USD,,,,,,,,,0
KXNCAAWBGAME-26FEB05SCUPAC-SCU,,,,,,,,,0
KXCS2TOTALMAPS-26FEB06MOUZG2-3,,,,,,,,,0
KXNBAALLSTARS-26-JEMB,1.2,-0.78,0.0,2.567647,0.945652,1.371595,0.5016,3.445545,16
KXNCAAMBTOTAL-26FEB05OSUMD-163,,,,,,,,,0
KXDENSUPERLIGAGAME-26FEB06AGFOBK-AGF,0.042105,0.98,0.302632,-0.426471,0.618421,0.592883,1.5404,1.395093,17
KXLOLGAME-26FEB06DNFKT-DNF,,,,,,,,,0
KXVALORANTGAME-26FEB06GXTL-GX,,,,,,,,,0
KXJLEAGUEGAME-26FEB06KYOVIK-TIE,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-PHITMAXEY0-25,,,,,,,,,0
KXEKSTRAKLASAGAME-26FEB06KORZAG-KOR,,,,,,,,,0
KXWTACHALLENGERMATCH-26FEB06TAGSEM-SEM,,,,,,,,,0
KXNCAAMBGAME-26FEB05ACUVU-UVU,,,,,,,,,0
KXNCAAWBGAME-26FEB05WSUUSD-WSU,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06UCHSCH-UCH,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-154,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-160,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06KOTREH-KOT,,,,,,,,,0
KXR6GAME-26FEB06G2FAZE-G2,,,,,,,,,0
KXNCAAWBGAME-26FEB05UCDUCSB-UCD,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-157,,,,,,,,,0
KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-POR,0.052632,-0.2,0.0,0.250549,0.24,0.0971,0.9817,0.276316,14
KXCS2MAP-26FEB06MOUZG2-2-MOUZ,,,,,,,,,0
KXNCAAMBGAME-26FEB05ACUVU-AC,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-166,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU4,,,,,,,,,0
KXLOLGAME-26FEB06MVKTSW-TSW,,,,,,,,,0
KXLOLMAP-26FEB06BRODRX-1-DRX,,,,,,,,,0
KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-TIE,0.173913,0.227273,0.227273,0.146429,0.0,0.045414,1.4011,0.223214,15
KXNBAPTS-26FEB05PHILAL-LALAREAVES15-10,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05OSUMD-145,,,,,,,,,0
KXNCAAWBGAME-26FEB05CSFUCRV-CSF,,,,,,,,,0
KXVALORANTGAME-26FEB06EDGTYLOO-EDG,,,,,,,,,0
KXNBA2D-26FEB05PHILAL-LALLDONCIC77,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06ROMDAL-ROM,,,,,,,,,0
KXVALORANTGAME-26FEB06NAVITH-NAVI,,,,,,,,,0
KXWTAMATCH-26FEB06BAPHUN-BAP,,,,,,,,,0
KXNBAALLSTARS-26-ADAV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
KXWTAMATCH-26FEB06BAPHUN-HUN,,,,,,,,,0
KXCS2MAP-26FEB06MOUZG2-1-MOUZ,,,,,,,,,0
KXNHLTOTAL-26FEB05FLATB-5,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALLDONCIC77-25,,,,,,,,,0
KXNHLGAME-26FEB05NSHWSH-WSH,,,,,,,,,0
KXVALORANTGAME-26FEB06DFMFS-FS,,,,,,,,,0
KXNBATOTAL-26FEB05CHAHOU-223,,,,,,,,,0
KXNCAAWBGAME-26FEB05MONTEWU-MONT,,,,,,,,,0
KXR6GAME-26FEB06FLUSSG-FLU,,,,,,,,,0
KXVALORANTGAME-26FEB06DFMFS-DFM,,,,,,,,,0
KXCS2TOTALMAPS-26FEB06FURIAAUR-3,,,,,,,,,0
KXJLEAGUEGAME-26FEB06MARMAC-TIE,,,,,,,,,0
KXNCAAWBGAME-26FEB05CPCSN-CP,,,,,,,,,0
KXNBAAST-26FEB05PHILAL-PHIVEDGECOMBE77-4,,,,,,,,,0
KXNHLGAME-26FEB05PITBUF-BUF,,,,,,,,,0
KXJLEAGUEGAME-26FEB06VVNSAN-VVN,,,,,,,,,0
KXNCAAWBGAME-26FEB05LTUTEP-UTEP,,,,,,,,,0
KXLOLTOTALMAPS-26FEB06WBIG-3,,,,,,,,,0
KXNCAAWBGAME-26FEB05SCUPAC-PAC,,,,,,,,,0
KXNHLGAME-26FEB05FLATB-FLA,,,,,,,,,0
KXNCAAMBGAME-26FEB05ELONHAMP-HAMP,,,,,,,,,0
KXJOINMESSI-26-GALA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
KXVALORANTGAME-26FEB06NAVITH-TH,,,,,,,,,0
KXNCAAWBGAME-26FEB05UCSDLBSU-UCSD,,,,,,,,,0
KXJLEAGUEGAME-26FEB06KYOVIK-KYO,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-157,,,,,,,,,0
KXNBAALLSTARS-26-JWIL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
KXNBAAST-26FEB05GSWPHX-GSWDGREEN23-5,,,,,,,,,0
KXNBAREB-26FEB05PHILAL-LALLJAMES23-6,,,,,,,,,0
KXNBATOTAL-26FEB05CHAHOU-217,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-PHIVEDGECOMBE77-25,,,,,,,,,0
KXNCAAWBGAME-26FEB05SIUUIC-SIU,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALLJAMES23-20,,,,,,,,,0
KXNHLTOTAL-26FEB05FLATB-4,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALLDONCIC77-35,,,,,,,,,0
KXLIGUE1SPREAD-26FEB06FCMLIL-LIL2,,,,,,,,,0
KXVALORANTGAME-26FEB06EGNV-EG,,,,,,,,,0
KXNBAALLSTARS-26-JGID,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
KXNCAAWBGAME-26FEB05UCDUCSB-UCSB,,,,,,,,,0
KXNCAAWBGAME-26FEB05ALCNMVSU-MVSU,,,,,,,,,0
KXLALIGASPREAD-26FEB06RCCOSA-RCC2,,,,,,,,,0
KXNCAAWBGAME-26FEB05CBUTARL-TARL,,,,,,,,,0
KXLOLGAME-26FEB06GZCFO-GZ,,,,,,,,,0
KXJLEAGUEGAME-26FEB06MARMAC-MAC,,,,,,,,,0
KXJLEAGUEGAME-26FEB06MARMAC-MAR,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06UCHSCH-SCH,,,,,,,,,0
KXNCAAWBGAME-26FEB05MTSTIDHO-MTST,,,,,,,,,0
KXEPLSPREAD-26FEB06LEENFO-NFO2,,,,,,,,,0
KXNCAAMBGAME-26FEB05CITSAM-CIT,,,,,,,,,0
KXWOCURLGAME-26FEB06USACAN-USA,,,,,,,,,0
KXNHLGAME-26FEB05FLATB-TB,,,,,,,,,0
KXJLEAGUEGAME-26FEB06KYOVIK-VIK,,,,,,,,,0
KXNBAPTS-26FEB05GSWPHX-GSWDGREEN23-10,,,,,,,,,0
KXR6GAME-26FEB06WCGFURIA-WCG,,,,,,,,,0
KXVALORANTGAME-26FEB06GXTL-TL,,,,,,,,,0
KXR6GAME-26FEB06DAYFLCS-DAY,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06KOTREH-REH,,,,,,,,,0
KXNBAAST-26FEB05PHILAL-PHITMAXEY0-6,,,,,,,,,0
KXJLEAGUEGAME-26FEB06VVNSAN-TIE,,,,,,,,,0
KXR6GAME-26FEB06BDSR-BD,,,,,,,,,0
KXNBA3PT-26FEB05PHILAL-LALLJAMES23-1,,,,,,,,,0
KXNBAALLSTARS-26-JBUT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
KXNCAAWBGAME-26FEB05CSFUCRV-UCRV,,,,,,,,,0
KXNBA3PT-26FEB05PHILAL-PHITMAXEY0-2,,,,,,,,,0
KXNBAPTS-26FEB05GSWPHX-GSWDGREEN23-15,,,,,,,,,0
KXJLEAGUEGAME-26FEB06VVNSAN-SAN,,,,,,,,,0
KXNCAAWBGAME-26FEB05WEBUNCO-WEB,,,,,,,,,0
KXNBA3PT-26FEB05PHILAL-LALLJAMES23-2,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-141,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-156,,,,,,,,,0
KXNHLGAME-26FEB05PITBUF-PIT,,,,,,,,,0
KXLOLTOTALMAPS-26FEB06BLGAL-3,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-162,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-138,,,,,,,,,0
KXNBAAST-26FEB05PHILAL-PHIVEDGECOMBE77-2,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-159,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-165,,,,,,,,,0
KXNCAAWBGAME-26FEB05CPCSN-CSN,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-153,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-144,,,,,,,,,0
KXNBA3PT-26FEB05PHILAL-PHITMAXEY0-4,,,,,,,,,0
KXLOLMAP-26FEB06BRODRX-2-DRX,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-147,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-168,,,,,,,,,0
KXVALORANTGAME-26FEB06BLGDRG-DRG,,,,,,,,,0
KXNCAAWBGAME-26FEB05SHSUNMSU-NMSU,,,,,,,,,0
KXNCAAWBGAME-26FEB05MONTEWU-EWU,,,,,,,,,0
KXNBATOTAL-26FEB05CHAHOU-229,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALLJAMES23-15,,,,,,,,,0
KXNBAAST-26FEB05GSWPHX-GSWDGREEN23-2,,,,,,,,,0
KXNCAAWBGAME-26FEB05IDSTNAU-NAU,,,,,,,,,0
KXR6GAME-26FEB06HERETICSWBG-HERETICS,,,,,,,,,0
KXSCOTTISHPREMGAME-26FEB04ABECEL-CEL,,,,,,,,,0
KXNCAAWBGAME-26FEB05SDAKDEN-DEN,,,,,,,,,0
KXNBATOTAL-26FEB05CHAHOU-220,,,,,,,,,0
KXR6GAME-26FEB06FXM80-FX,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06ROMDAL-DAL,,,,,,,,,0
KXNBAREB-26FEB05GSWPHX-GSWDGREEN23-10,,,,,,,,,0
KXNBA2D-26FEB05PHILAL-PHITMAXEY0,,,,,,,,,0
KXCS2MAP-26FEB06FURIAAUR-2-FURIA,,,,,,,,,0
KXNCAAWBGAME-26FEB05SHSUNMSU-SHSU,,,,,,,,,0
KXR6MAP-26FEB06G2FAZE-2-FAZE,,,,,,,,,0
KXNBABLK-26FEB05GSWPHX-GSWDGREEN23-1,,,,,,,,,0
KXNBAREB-26FEB05GSWPHX-GSWDGREEN23-8,,,,,,,,,0
KXVALORANTMAP-26FEB06DFMFS-1-DFM,,,,,,,,,0
KXLALIGASPREAD-26FEB06RCCOSA-OSA1,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-160,,,,,,,,,0
KXNBAPTS-26FEB05PHILAL-LALAREAVES15-25,,,,,,,,,0
KXNBA3PT-26FEB05PHILAL-LALAREAVES15-2,,,,,,,,,0
KXNCAAWBGAME-26FEB05UTUUTA-UTU,,,,,,,,,0
